Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
2734,Kacper Urbanski,POL,MF,Bologna,Serie A,17.0,2004,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.22608695652173913,0.769,0.19506172839506172,0.11478260869565217,0.2,0.18333333333333332,0.909,0.17142857142857143,0.24,0.667,0.1,0.1,0.667,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.22608695652173913,0.24761904761904763,0.0,0.0,0.0,0.15,0.1,0.13333333333333333,0.0,0.0,0.0,0.0,0.23076923076923078,0.16666666666666666,0.2,0.08333333333333333,0.25333333333333335,0.2,0.0,0.0,0.25,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.4,0.4,1.0,0.0,0.24,0.3333333333333333,0.41700000000000004,0.08,0.4,0.0,0.3,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.2518518518518518,0.12,0.23636363636363636,0.24,0.04285714285714286,0.0,0.272,0.0,0.1,0.0,0.0,0.0,0.21333333333333335,0.09618320610687023,0.029213483146067417,0.0,0.0,0.0,0.1,0.1,0.21052631578947367,0.16842105263157894,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13333333333333333,0.4,0.0,0.0,0.0,0.6,0.0,0.1,0.0
2735,Jere Uronen,FIN,DF,Brest,Ligue 1,27.0,1994,15,10,878,9.8,0.0,0.020499999999999997,0.005,0.25,0.0,0.0,0.3890449438202247,0.0,0.0,0.0,0.23312499999999997,0.2,0.812,0.21061728395061727,0.22286956521739132,0.162,0.15,0.903,0.23714285714285716,0.26133333333333336,0.8490000000000001,0.097,0.1105,0.585,0.0,0.031,0.08833333333333333,0.068,0.031,0.109,0.2,0.16857142857142857,0.265,0.071,0.031,0.1275,0.0355,0.08133333333333333,0.005,0.0,0.02,0.0,0.2,0.16666666666666666,0.16666666666666666,0.2341666666666667,0.034666666666666665,0.097,0.24500000000000002,0.01,0.23312499999999997,0.04,0.025500000000000002,0.051000000000000004,0.051000000000000004,0.01775,0.02033333333333333,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.22400000000000003,0.194,0.08199999999999999,0.031,0.122,0.255,0.48,0.133,0.132,0.187,0.426,0.1388,0.09179999999999999,0.0326,0.092,0.031,0.0,0.0765,0.0865,0.24,0.13799999999999998,0.0,0.21185185185185187,0.07139999999999999,0.18363636363636363,0.18533333333333335,0.09,0.0062,0.18719999999999998,0.020499999999999997,0.0355,0.5710000000000001,0.025500000000000002,0.0,0.188,0.09832061068702291,0.08247191011235956,0.0572,0.0355,0.02,0.020499999999999997,0.01,0.1668421052631579,0.14947368421052631,0.894,0.05433333333333333,0.0,0.0,0.0,0.025500000000000002,0.05600000000000001,0.0,0.08133333333333333,0.22400000000000003,0.0,0.0,0.0,0.17099999999999999,0.044333333333333336,0.01525,0.684
2736,Mark Uth,GER,MFFW,Köln,Bundesliga,30.0,1991,30,24,2025,22.5,0.044,0.1535,0.041999999999999996,0.275,0.07,0.13,0.25,0.018,0.0,0.0,0.141875,0.14434782608695654,0.682,0.14617283950617285,0.11756521739130434,0.0942,0.10333333333333333,0.76,0.11371428571428571,0.13866666666666666,0.765,0.1255,0.14216666666666666,0.589,0.036,0.196,0.08600000000000001,0.08,0.053000000000000005,0.10066666666666667,0.14434782608695654,0.1319047619047619,0.13774999999999998,0.133,0.004,0.16899999999999998,0.1355,0.13066666666666665,0.1555,0.12733333333333333,0.142,0.027972027972027975,0.14461538461538462,0.11033333333333334,0.13116666666666668,0.22,0.026933333333333333,0.051000000000000004,0.013250000000000001,0.062,0.141875,0.036,0.0335,0.044333333333333336,0.08199999999999999,0.101,0.06966666666666667,0.098,0.018,0.022,0.036,0.022,0.0245,0.031,0.05389221556886228,0.004,0.0,0.0,0.056338028169014086,0.089,0.093,0.062,0.057999999999999996,0.057999999999999996,0.076,0.22200000000000003,0.34,0.147,0.24,0.249,0.312,0.0676,0.19820000000000002,0.214,0.0735,0.004,0.0,0.071,0.057999999999999996,0.14650000000000002,0.028999999999999998,0.0,0.18037037037037038,0.0152,0.04890909090909091,0.14266666666666666,0.17714285714285716,0.08539999999999999,0.174,0.0645,0.162,0.397,0.078,0.018,0.21666666666666667,0.12091603053435115,0.08213483146067416,0.0924,0.057999999999999996,0.057999999999999996,0.1335,0.0865,0.2226315789473684,0.1636842105263158,0.736,0.25033333333333335,0.013000000000000001,0.0,0.0,0.08199999999999999,0.122,0.049,0.13066666666666665,0.093,0.0,0.0,0.0,0.1545,0.029666666666666668,0.0445,0.33299999999999996
2737,Myrto Uzuni,ALB,MFFW,Granada,La Liga,26.0,1995,15,9,856,9.5,0.022,0.057999999999999996,0.010499999999999999,0.182,0.09,0.25,0.28651685393258425,0.0,0.0,0.0,0.096875,0.09782608695652174,0.687,0.0720679012345679,0.060608695652173916,0.0895,0.09416666666666668,0.794,0.06471428571428572,0.08986666666666666,0.672,0.0315,0.042166666666666665,0.5,0.011,0.074,0.017666666666666667,0.014,0.011,0.03866666666666666,0.09782608695652174,0.09904761904761905,0.041999999999999996,0.020999999999999998,0.0,0.12625,0.020999999999999998,0.07,0.016,0.007333333333333333,0.041999999999999996,0.0,0.10692307692307693,0.07366666666666667,0.07016666666666667,0.024583333333333336,0.10733333333333334,0.08399999999999999,0.028999999999999998,0.0,0.096875,0.0,0.020999999999999998,0.024666666666666667,0.0735,0.0395,0.049,0.011,0.0,0.0,0.0,0.0,0.010499999999999999,0.020999999999999998,0.0,0.0,0.0,0.0,0.0,0.0685,0.095,0.10500000000000001,0.020999999999999998,0.011,0.020999999999999998,0.063,0.33299999999999996,0.041999999999999996,0.209,0.1753333333333333,0.251,0.12,0.1578,0.141,0.1,0.020999999999999998,0.0,0.0895,0.079,0.14750000000000002,0.026500000000000003,0.0,0.1337037037037037,0.0294,0.0679090909090909,0.09933333333333333,0.115,0.0694,0.138,0.037,0.1105,0.33299999999999996,0.041999999999999996,0.0,0.146,0.08267175572519084,0.060337078651685395,0.061,0.0315,0.063,0.142,0.079,0.1763157894736842,0.10631578947368421,0.604,0.10866666666666666,0.041999999999999996,0.0,0.0,0.08399999999999999,0.0685,0.08399999999999999,0.07,0.095,0.0,0.07692307692307693,0.0,0.19475,0.024666666666666667,0.0605,0.233
2738,Antonio Vacca,ITA,MF,Venezia,Serie A,32.0,1990,21,15,1064,11.8,0.0,0.004,0.0,0.0,0.0,0.0,0.3932584269662921,0.0,0.0,0.0,0.31625000000000003,0.2543478260869565,0.865,0.3323456790123457,0.26643478260869563,0.151,0.1408333333333333,0.894,0.3542857142857143,0.36133333333333334,0.9159999999999999,0.248,0.215,0.77,0.0,0.034,0.13833333333333334,0.04533333333333334,0.0,0.12433333333333334,0.2543478260869565,0.2538095238095238,0.12925,0.441,0.008,0.19075,0.10600000000000001,0.005333333333333333,0.0,0.0,0.0,0.0,0.32,0.10733333333333334,0.17333333333333334,0.07416666666666667,0.31266666666666665,0.089,0.010499999999999999,0.017,0.31625000000000003,0.05,0.034,0.05366666666666667,0.042499999999999996,0.02325,0.02266666666666667,0.008,0.008,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.186,0.186,0.076,0.025,0.093,0.305,0.306,0.21200000000000002,0.215,0.20633333333333334,0.287,0.20199999999999999,0.204,0.0254,0.10600000000000001,0.068,0.0,0.072,0.1525,0.2965,0.093,0.0,0.2544444444444445,0.1424,0.2781818181818182,0.24733333333333335,0.03571428571428571,0.0034000000000000002,0.2556,0.042499999999999996,0.072,0.588,0.051000000000000004,0.008,0.28733333333333333,0.1804580152671756,0.12921348314606743,0.055999999999999994,0.042499999999999996,0.008,0.0085,0.038,0.23157894736842105,0.22052631578947368,0.9520000000000001,0.02266666666666667,0.041999999999999996,0.0,0.0,0.10149999999999999,0.038,0.0,0.005333333333333333,0.186,0.0,0.0,0.0,0.2625,0.019666666666666666,0.02975,0.33299999999999996
2739,Álvaro Vadillo,ESP,MFDF,Espanyol,La Liga,27.0,1994,3,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.4782608695652174,0.636,0.3611111111111111,0.08695652173913043,0.3,0.3333333333333333,0.75,0.14285714285714285,0.13333333333333333,1.0,0.25,0.5,0.33299999999999996,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4782608695652174,0.42857142857142855,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.16666666666666666,0.6666666666666666,0.0,0.6,0.5,0.25,0.0,0.4375,0.0,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.2,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5185185185185185,0.2,0.45454545454545453,0.26666666666666666,0.35714285714285715,0.2,0.48,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.29770992366412213,0.3146067415730337,0.6,0.0,1.0,0.0,0.0,0.631578947368421,0.47368421052631576,0.75,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0
2740,Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,27.0,1994,35,29,2569,28.5,0.0,0.0195,0.002,0.091,0.0,0.0,0.2724719101123595,0.0,0.0,0.0,0.241875,0.19956521739130434,0.845,0.2402469135802469,0.1826086956521739,0.146,0.13416666666666668,0.9079999999999999,0.24857142857142855,0.26,0.895,0.15625,0.15083333333333335,0.69,0.0,0.049,0.151,0.03066666666666667,0.004,0.14033333333333334,0.19956521739130434,0.2123809523809524,0.0315,0.119,0.0,0.20625,0.0755,0.004666666666666667,0.002,0.0,0.008,0.0,0.25846153846153846,0.06783333333333334,0.13566666666666669,0.052333333333333336,0.23666666666666666,0.135,0.0,0.020999999999999998,0.241875,0.014000000000000002,0.037,0.03166666666666666,0.0385,0.025500000000000002,0.029333333333333333,0.0,0.0,0.007000000000000001,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209,0.23199999999999998,0.2,0.189,0.028000000000000004,0.186,0.42800000000000005,0.434,0.242,0.267,0.3076666666666667,0.34600000000000003,0.19640000000000002,0.298,0.038599999999999995,0.086,0.039,0.06779661016949153,0.0665,0.144,0.3525,0.086,0.0,0.21666666666666667,0.059000000000000004,0.15545454545454546,0.25866666666666666,0.046142857142857145,0.0064,0.23,0.0245,0.0405,0.609,0.026500000000000003,0.004,0.23933333333333331,0.15862595419847328,0.11674157303370787,0.0814,0.0685,0.004,0.0385,0.028000000000000004,0.18157894736842106,0.17421052631578948,0.96,0.02,0.028000000000000004,0.0,0.0,0.1335,0.1105,0.0,0.004666666666666667,0.23199999999999998,0.0,0.027972027972027975,0.0,0.2975,0.051333333333333335,0.058750000000000004,0.396
2741,Germán Valera,ESP,FWMF,Real Sociedad,La Liga,20.0,2002,3,0,51,0.6,0.0,0.08349999999999999,0.0,0.0,0.0,0.0,0.31741573033707865,0.0,0.0,0.0,0.145625,0.12304347826086957,0.8240000000000001,0.1075,0.05217391304347826,0.15,0.125,1.0,0.07142857142857142,0.11106666666666666,0.6,0.08325,0.08333333333333333,0.667,0.0,0.0,0.0,0.0,0.0,0.05566666666666666,0.12304347826086957,0.13476190476190478,0.0,0.0,0.0,0.08325,0.0,0.0,0.0,0.0,0.0,0.0,0.2053846153846154,0.02783333333333333,0.0,0.2225,0.011133333333333334,0.0,0.0,0.0,0.145625,0.0,0.08349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.16699999999999998,0.333,0.16699999999999998,0.0,0.16699999999999998,0.16699999999999998,1.0,0.0,0.233,0.2776666666666667,0.35700000000000004,0.2,0.1334,0.1334,0.08349999999999999,0.0,0.0,0.08349999999999999,0.0,0.25,0.08349999999999999,0.0,0.2159259259259259,0.0,0.09090909090909091,0.13333333333333333,0.2621428571428572,0.0,0.2332,0.1665,0.3335,0.5,0.1665,0.16699999999999998,0.3,0.1730534351145038,0.13853932584269663,0.1666,0.1665,0.0,0.3335,0.3335,0.22789473684210526,0.1931578947368421,0.846,0.2776666666666667,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.16699999999999998,0.0,0.0,0.0,0.2925,0.0,0.041749999999999995,0.0
2742,Yan Valery,FRA,DF,Southampton,Premier League,23.0,1999,5,3,370,4.1,0.0,0.0245,0.0,0.0,0.0,0.0,0.39747191011235955,0.0,0.0,0.0,0.164375,0.1643478260869565,0.6970000000000001,0.14296296296296296,0.12556521739130436,0.11199999999999999,0.1175,0.7929999999999999,0.17428571428571427,0.208,0.7809999999999999,0.04875,0.09749999999999999,0.33299999999999996,0.0,0.024,0.08133333333333333,0.016,0.024,0.065,0.1643478260869565,0.16238095238095238,0.0915,0.073,0.0,0.14625,0.0245,0.03266666666666666,0.0,0.0,0.0,0.0,0.18,0.0935,0.14633333333333332,0.010166666666666666,0.2,0.08549999999999999,0.07325000000000001,0.049,0.164375,0.0,0.073,0.07333333333333333,0.073,0.006,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.17099999999999999,0.122,0.098,0.024,0.122,0.268,0.455,0.146,0.122,0.16266666666666665,0.4,0.1074,0.11699999999999999,0.0196,0.122,0.073,0.0,0.08549999999999999,0.14650000000000002,0.2685,0.256,0.048,0.19074074074074074,0.11699999999999999,0.2,0.16599999999999998,0.06271428571428571,0.0,0.19319999999999998,0.0,0.0365,0.0,0.0,0.024,0.18666666666666668,0.12587786259541986,0.08853932584269662,0.0682,0.08549999999999999,0.0,0.012,0.0365,0.1257894736842105,0.12315789473684209,0.98,0.01633333333333333,0.0,0.0,0.0,0.061,0.0365,0.0,0.03266666666666666,0.17099999999999999,0.0,0.0,0.0,0.255,0.12200000000000001,0.04875,0.652
2743,Martin Valjent,SVK,DF,Mallorca,La Liga,26.0,1995,36,36,3181,35.3,0.0,0.014000000000000002,0.0015,0.1,0.0,0.0,0.39185393258426965,0.0,0.0,0.0,0.19624999999999998,0.16521739130434782,0.828,0.221820987654321,0.2393913043478261,0.0873,0.07908333333333334,0.919,0.21285714285714286,0.21866666666666665,0.91,0.1835,0.18666666666666665,0.652,0.0,0.017,0.07,0.002,0.0,0.056666666666666664,0.16521739130434782,0.17,0.05675,0.207,0.0,0.12050000000000001,0.071,0.002,0.0,0.0,0.0,0.0,0.2023076923076923,0.03866666666666666,0.15633333333333335,0.0725,0.17,0.11200000000000002,0.00275,0.023,0.19624999999999998,0.028000000000000004,0.028499999999999998,0.015000000000000001,0.0185,0.012,0.011333333333333334,0.006,0.0,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.051000000000000004,0.056999999999999995,0.037,0.003,0.037,0.076,0.48100000000000004,0.04,0.0652,0.07066666666666667,0.326,0.0754,0.049800000000000004,0.005,0.0935,0.088,0.05084745762711865,0.0495,0.0765,0.12450000000000001,0.252,0.006,0.17666666666666667,0.1848,0.2809090909090909,0.12533333333333332,0.009714285714285715,0.005600000000000001,0.18159999999999998,0.0015,0.004,0.33299999999999996,0.0015,0.0,0.176,0.13816793893129772,0.10741573033707864,0.043,0.0185,0.003,0.007000000000000001,0.003,0.1431578947368421,0.1405263157894737,0.982,0.0026666666666666666,0.011,0.0,0.0,0.0355,0.017,0.003,0.002,0.051000000000000004,0.0,0.04195804195804196,0.0,0.20600000000000002,0.07266666666666667,0.027000000000000003,0.67
2744,Jesús Vallejo,ESP,DF,Real Madrid,La Liga,25.0,1997,5,4,341,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30125,0.2426086956521739,0.863,0.29564814814814816,0.24599999999999997,0.171,0.15166666666666667,0.9420000000000001,0.32,0.316,0.9440000000000001,0.19724999999999998,0.20166666666666666,0.652,0.0,0.026000000000000002,0.017666666666666667,0.0,0.0,0.008666666666666666,0.2426086956521739,0.2495238095238095,0.08549999999999999,0.0,0.0,0.22374999999999998,0.092,0.0,0.0,0.0,0.0,0.0,0.34,0.079,0.114,0.059250000000000004,0.29133333333333333,0.052500000000000005,0.059250000000000004,0.0,0.30125,0.0,0.013000000000000001,0.017666666666666667,0.0395,0.006500000000000001,0.008666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1055,0.184,0.211,0.0,0.0,0.184,0.23700000000000002,0.778,0.053000000000000005,0.124,0.149,0.36200000000000004,0.179,0.057800000000000004,0.0106,0.1975,0.211,0.0,0.092,0.066,0.17099999999999999,0.1975,0.0,0.2525925925925926,0.342,0.37999999999999995,0.16333333333333333,0.020642857142857143,0.0052,0.25880000000000003,0.0395,0.052500000000000005,0.75,0.0395,0.0,0.286,0.11229007633587786,0.05707865168539326,0.0158,0.0,0.0,0.026500000000000003,0.013000000000000001,0.23684210526315788,0.23263157894736844,0.982,0.0,0.026000000000000002,0.0,0.0,0.052500000000000005,0.013000000000000001,0.0,0.0,0.184,0.0,0.18181818181818182,0.0,0.18425,0.08766666666666666,0.0,1.0
2745,Manu Vallejo,ESP,MFFW,Alavés,La Liga,25.0,1997,11,2,370,4.1,0.048,0.0365,0.0245,0.667,0.33,0.25,0.16713483146067415,0.0,0.0,0.0,0.12625,0.12000000000000001,0.735,0.11706790123456791,0.06556521739130436,0.1,0.11166666666666666,0.745,0.09414285714285714,0.0976,0.9,0.07925,0.08533333333333333,0.619,0.024,0.098,0.024333333333333332,0.03266666666666666,0.0,0.03266666666666666,0.12000000000000001,0.11047619047619048,0.10974999999999999,0.122,0.0,0.17675000000000002,0.073,0.06533333333333333,0.0365,0.016,0.048,0.0,0.11846153846153847,0.0935,0.10983333333333332,0.01625,0.13799999999999998,0.1705,0.01225,0.0,0.12625,0.0,0.049,0.03266666666666666,0.049,0.042749999999999996,0.03266666666666666,0.073,0.0,0.0,0.0,0.0,0.012,0.0,0.1437125748502994,0.0,0.0,0.0,0.0,0.0975,0.098,0.024,0.146,0.024,0.024,0.195,0.125,0.17099999999999999,0.302,0.309,0.306,0.1024,0.308,0.19519999999999998,0.061,0.0,0.0,0.061,0.08549999999999999,0.183,0.0365,0.0,0.1474074074074074,0.0196,0.031,0.12533333333333332,0.14142857142857143,0.039,0.1424,0.012,0.122,0.1,0.0245,0.0,0.13799999999999998,0.06274809160305343,0.05067415730337079,0.044000000000000004,0.049,0.024,0.08549999999999999,0.061,0.19,0.1268421052631579,0.669,0.187,0.0,0.0,0.0,0.049,0.061,0.0,0.06533333333333333,0.098,0.0,0.0,0.0,0.0915,0.03266666666666666,0.08525,0.222
2746,Manu Vallejo,ESP,FWMF,Valencia,La Liga,25.0,1997,9,0,98,1.1,0.0,0.1365,0.0455,0.33299999999999996,0.0,0.0,0.2640449438202247,0.0,0.0,0.0,0.17625,0.17391304347826086,0.705,0.14308641975308642,0.1486086956521739,0.145,0.13666666666666666,0.889,0.14285714285714285,0.18133333333333332,0.733,0.06825,0.12116666666666666,0.375,0.0,0.182,0.030333333333333334,0.06066666666666667,0.0,0.15166666666666667,0.17391304347826086,0.15571428571428572,0.18175,0.0,0.091,0.159,0.0455,0.182,0.22749999999999998,0.24266666666666667,0.0,0.0,0.1676923076923077,0.13633333333333333,0.16666666666666666,0.02275,0.194,0.182,0.0455,0.091,0.17625,0.0,0.0455,0.030333333333333334,0.091,0.06825,0.06066666666666667,0.091,0.0,0.0,0.0,0.0,0.0455,0.091,0.0,0.0,0.0,0.0,0.0,0.1365,0.182,0.091,0.091,0.091,0.0,0.091,0.0,0.091,0.3,0.27266666666666667,0.273,0.1272,0.272,0.2,0.0455,0.0,0.0,0.0455,0.0,0.1365,0.0455,0.0,0.1885185185185185,0.0364,0.06609090909090909,0.10933333333333332,0.2207142857142857,0.109,0.1744,0.0455,0.091,0.5,0.0455,0.0,0.224,0.12557251908396946,0.11235955056179775,0.091,0.0455,0.091,0.091,0.091,0.2631578947368421,0.17210526315789476,0.655,0.15166666666666667,0.273,0.0,0.0,0.2725,0.091,0.091,0.182,0.182,0.0,0.0,0.0,0.159,0.091,0.13625,0.33299999999999996
2747,Federico Valverde,URU,MF,Real Madrid,La Liga,23.0,1998,31,19,1833,20.4,0.0,0.088,0.022,0.25,0.0,0.0,0.33848314606741575,0.0,0.0,0.0,0.319375,0.2534782608695652,0.8759999999999999,0.2603395061728395,0.16817391304347826,0.268,0.24333333333333332,0.9159999999999999,0.2585714285714286,0.26133333333333336,0.9229999999999999,0.1165,0.10866666666666666,0.7140000000000001,0.005,0.118,0.16999999999999998,0.07200000000000001,0.015,0.11266666666666666,0.2534782608695652,0.2733333333333333,0.0245,0.039,0.015,0.13974999999999999,0.086,0.082,0.0025,0.0,0.0,0.0,0.37,0.0875,0.08333333333333333,0.03308333333333333,0.3453333333333333,0.056499999999999995,0.013500000000000002,0.025,0.319375,0.04,0.027000000000000003,0.044000000000000004,0.0785,0.0785,0.08499999999999999,0.005,0.02,0.015,0.005,0.015,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.081,0.10300000000000001,0.034,0.088,0.039,0.044,0.147,0.3,0.10300000000000001,0.149,0.165,0.33299999999999996,0.0746,0.151,0.0716,0.059,0.02,0.0,0.049,0.10049999999999999,0.1815,0.039,0.0,0.2488888888888889,0.0304,0.10909090909090909,0.25066666666666665,0.1792857142857143,0.042199999999999994,0.2652,0.056499999999999995,0.088,0.639,0.0635,0.0,0.3233333333333333,0.2582442748091603,0.22674157303370787,0.1686,0.1985,0.039,0.0295,0.039,0.29789473684210527,0.2731578947368421,0.9159999999999999,0.11266666666666666,0.01,0.0,0.0,0.054000000000000006,0.034499999999999996,0.028999999999999998,0.082,0.10300000000000001,0.0,0.0,0.0,0.19,0.026000000000000002,0.01475,0.5710000000000001
2748,Vanderson,BRA,FWMF,Monaco,Ligue 1,20.0,2001,17,12,1120,12.4,0.032,0.056499999999999995,0.024,0.429,0.14,0.165,0.27668539325842695,0.0,0.0,0.0,0.213125,0.20565217391304347,0.721,0.19574074074074074,0.18208695652173915,0.156,0.16166666666666665,0.804,0.18714285714285714,0.23199999999999998,0.75,0.11299999999999999,0.12766666666666668,0.589,0.008,0.081,0.113,0.09133333333333334,0.032,0.137,0.20565217391304347,0.20857142857142855,0.08875,0.04,0.024,0.21575000000000003,0.10500000000000001,0.14533333333333334,0.008,0.005333333333333333,0.0,0.0,0.2246153846153846,0.164,0.1385,0.0605,0.22666666666666666,0.11699999999999999,0.0745,0.008,0.213125,0.064,0.024,0.08333333333333333,0.10900000000000001,0.052500000000000005,0.059000000000000004,0.008,0.0,0.008,0.008,0.008,0.024,0.048,0.0,0.0,0.0,0.0,0.0,0.11699999999999999,0.153,0.089,0.11299999999999999,0.032,0.089,0.22599999999999998,0.39299999999999996,0.137,0.22899999999999998,0.21233333333333335,0.278,0.1096,0.212,0.13699999999999998,0.0725,0.032,0.0,0.056499999999999995,0.0765,0.1935,0.08449999999999999,0.0,0.23370370370370372,0.0436,0.10545454545454545,0.18466666666666667,0.1935714285714286,0.0742,0.2392,0.0885,0.1935,0.45799999999999996,0.097,0.008,0.2806666666666667,0.12496183206106869,0.10640449438202247,0.09359999999999999,0.0485,0.024,0.1575,0.097,0.2652631578947368,0.21736842105263157,0.8190000000000001,0.23133333333333334,0.024,0.0,0.0,0.0765,0.0605,0.024,0.14533333333333334,0.153,0.0,0.0,0.0,0.236,0.04033333333333333,0.0605,0.33299999999999996
2749,Zinho Vanheusden,BEL,DF,Genoa,Serie A,22.0,1999,14,11,989,11.0,0.0,0.027500000000000004,0.009,0.33299999999999996,0.0,0.0,0.2598314606741573,0.0,0.0,0.0,0.18875,0.16391304347826088,0.8,0.19305555555555556,0.1633913043478261,0.105,0.10166666666666666,0.858,0.21142857142857144,0.22133333333333335,0.8909999999999999,0.11825000000000001,0.13333333333333333,0.591,0.0,0.009,0.06366666666666666,0.0,0.0,0.06066666666666667,0.16391304347826088,0.17,0.05,0.173,0.0,0.11125,0.040999999999999995,0.030000000000000002,0.0,0.0,0.0,0.0,0.20461538461538462,0.042499999999999996,0.14250000000000002,0.028,0.20466666666666666,0.1,0.006750000000000001,0.009,0.18875,0.036,0.018,0.018333333333333333,0.040999999999999995,0.009,0.012,0.0,0.0,0.0,0.0,0.0,0.0045,0.009,0.0,0.0,0.0,0.0,0.0,0.0865,0.10900000000000001,0.10900000000000001,0.05500000000000001,0.009,0.073,0.118,0.615,0.045,0.102,0.109,0.321,0.1164,0.071,0.016399999999999998,0.132,0.155,0.0,0.05450000000000001,0.1045,0.191,0.191,0.0,0.18074074074074073,0.1672,0.2681818181818182,0.11933333333333332,0.029857142857142856,0.02,0.1876,0.0045,0.0225,0.2,0.009,0.009,0.18133333333333332,0.12435114503816794,0.08471910112359551,0.0418,0.0365,0.009,0.0045,0.0045,0.15157894736842106,0.14578947368421052,0.9620000000000001,0.012,0.027000000000000003,0.0,0.0,0.0635,0.05,0.0,0.030000000000000002,0.10900000000000001,0.0,0.06293706293706294,0.18,0.20224999999999999,0.07866666666666666,0.04325,0.578
